,,,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ST13332,ST13333,ST13334,ST13335,ST13336,ST13337,ST13338,ST13339,ST13340,ST13341,ST13342,ST13343,ST13344,ST13345,ST13346,ST13347,ST13348,ST13349,ST13350,ST13351,ST13352,ST13353,ST13354,ST13355,ST13356,ST13357,ST13360,ST13361,ST13362,ST13363,ST15400,ST15401,ST15402,ST15403,ST15406,ST15407,ST16031,ST16032,ST25939,ST25940,ST25941,ST25942,ST25943,ST25944,ST25945,ST13332,ST13333,ST13334,ST13335,ST13336,ST13337,ST13338,ST13339,ST13340,ST13341,ST13342,ST13343,ST13344,ST13345,ST13346,ST13347,ST13348,ST13349,ST13350,ST13351,ST13352,ST13353,ST13354,ST13355,ST13356,ST13357,ST13360,ST13361,ST13362,ST13363,ST15400,ST15401,ST15402,ST15403,ST15406,ST15407,ST16031,ST16032,ST25939,ST25940,ST25941,ST25942,ST25943,ST25944,ST25945,ST13332,ST13333,ST13334,ST13335,ST13336,ST13337,ST13338,ST13339,ST13340,ST13341,ST13342,ST13343,ST13344,ST13345,ST13346,ST13347,ST13348,ST13349,ST13350,ST13351,ST13352,ST13353,ST13354,ST13355,ST13356,ST13357,ST13360,ST13361,ST13362,ST13363,ST15400,ST15401,ST15402,ST15403,ST15406,ST15407,ST16031,ST16032,ST25939,ST25940,ST25941,ST25942,ST25943,ST25944,ST25945,ST13332,ST13333,ST13334,ST13335,ST13336,ST13337,ST13338,ST13339,ST13340,ST13341,ST13342,ST13343,ST13344,ST13345,ST13346,ST13347,ST13348,ST13349,ST13350,ST13351,ST13352,ST13353,ST13354,ST13355,ST13356,ST13357,ST13360,ST13361,ST13362,ST13363,ST15400,ST15401,ST15402,ST15403,ST15406,ST15407,ST16031,ST16032,ST25939,ST25940,ST25941,ST25942,ST25943,ST25944,ST25945,ST13332,ST13333,ST13334,ST13335,ST13336,ST13337,ST13338,ST13339,ST13340,ST13341,ST13342,ST13343,ST13344,ST13345,ST13346,ST13347,ST13348,ST13349,ST13350,ST13351,ST13352,ST13353,ST13354,ST13355,ST13356,ST13357,ST13360,ST13361,ST13362,ST13363,ST15400,ST15401,ST15402,ST15403,ST15406,ST15407,ST16031,ST16032,ST25939,ST25940,ST25941,ST25942,ST25943,ST25944,ST25945,ST13332,ST13333,ST13334,ST13335,ST13336,ST13337,ST13338,ST13339,ST13340,ST13341,ST13342,ST13343,ST13344,ST13345,ST13346,ST13347,ST13348,ST13349,ST13350,ST13351,ST13352,ST13353,ST13354,ST13355,ST13356,ST13357,ST13360,ST13361,ST13362,ST13363,ST15400,ST15401,ST15402,ST15403,ST15406,ST15407,ST16031,ST16032,ST25939,ST25940,ST25941,ST25942,ST25943,ST25944,ST25945
AMB#,NAIC#,Company Name,Act cst oil & gas production-unaff,Act cst oil & gas production-aff,Act cst transport equipment-unaff,Act cst transport equipment-aff,Act cst mineral rights-unaff,Act cst mineral rights-aff,Act cst fix\var rate bonds-unaff,Act cst fix\var rate bonds-aff,Act cst fix\var rate mtg loan-unaff,Act cst fix\var rate mtg loan-aff,Act cst fix\var rate oth instr-unaf,Act cst fix\var rate oth instr-aff,Act cst jnt\ptnr fix inc scty-unaff,Act cst jnt\ptnr fix inc scty-aff,Act cst jnt\ptnr common stock-unaff,Act cst jnt\ptnr common stock-aff,Act cst jnt\ptnr real estate-unaff,Act cst jnt\ptnr real estate-aff,Act cst jnt\ptnr other-unaff,Act cst jnt\ptnr other-aff,Act cst surplus debentures-unaff,Act cst surplus debentures-aff,Act cst collateral loans-unaff,Act cst collateral loans-aff,Act cst capital notes-unaff,Act cst capital notes-aff,Act cst other class of assets-unaff,Act cst other class of assets-aff,Act cst subtotal-unaff,Act cst subtotal-aff,Act cst guar-fed lo inc tax cr unfl,Act cst guar-fed lo inc tax cr affl,Act cst non-guar lo inc tax cr unfl,Act cst non-guar lo inc tax cr affl,Act cst all othr inc tax cr unfl,Act cst all othr inc tax cr affl,Act cst noncollateral loans-unaff,Act cst noncollateral loans-aff,Act cst jnt\ptnr mtg loans-unaff,Act cst jnt\ptnr mtg loans-aff,Act cst guar state lo inc tax cr unfl,Act cst guar state lo inc tax cr affl,Act cst non-guar state lo inc tax cr unfl,Act cst non-guar state lo inc tax cr affl,Act cst wrk cap fin invest - unaff,Act cst oil & gas production-unaff,Act cst oil & gas production-aff,Act cst transport equipment-unaff,Act cst transport equipment-aff,Act cst mineral rights-unaff,Act cst mineral rights-aff,Act cst fix\var rate bonds-unaff,Act cst fix\var rate bonds-aff,Act cst fix\var rate mtg loan-unaff,Act cst fix\var rate mtg loan-aff,Act cst fix\var rate oth instr-unaf,Act cst fix\var rate oth instr-aff,Act cst jnt\ptnr fix inc scty-unaff,Act cst jnt\ptnr fix inc scty-aff,Act cst jnt\ptnr common stock-unaff,Act cst jnt\ptnr common stock-aff,Act cst jnt\ptnr real estate-unaff,Act cst jnt\ptnr real estate-aff,Act cst jnt\ptnr other-unaff,Act cst jnt\ptnr other-aff,Act cst surplus debentures-unaff,Act cst surplus debentures-aff,Act cst collateral loans-unaff,Act cst collateral loans-aff,Act cst capital notes-unaff,Act cst capital notes-aff,Act cst other class of assets-unaff,Act cst other class of assets-aff,Act cst subtotal-unaff,Act cst subtotal-aff,Act cst guar-fed lo inc tax cr unfl,Act cst guar-fed lo inc tax cr affl,Act cst non-guar lo inc tax cr unfl,Act cst non-guar lo inc tax cr affl,Act cst all othr inc tax cr unfl,Act cst all othr inc tax cr affl,Act cst noncollateral loans-unaff,Act cst noncollateral loans-aff,Act cst jnt\ptnr mtg loans-unaff,Act cst jnt\ptnr mtg loans-aff,Act cst guar state lo inc tax cr unfl,Act cst guar state lo inc tax cr affl,Act cst non-guar state lo inc tax cr unfl,Act cst non-guar state lo inc tax cr affl,Act cst wrk cap fin invest - unaff,Act cst oil & gas production-unaff,Act cst oil & gas production-aff,Act cst transport equipment-unaff,Act cst transport equipment-aff,Act cst mineral rights-unaff,Act cst mineral rights-aff,Act cst fix\var rate bonds-unaff,Act cst fix\var rate bonds-aff,Act cst fix\var rate mtg loan-unaff,Act cst fix\var rate mtg loan-aff,Act cst fix\var rate oth instr-unaf,Act cst fix\var rate oth instr-aff,Act cst jnt\ptnr fix inc scty-unaff,Act cst jnt\ptnr fix inc scty-aff,Act cst jnt\ptnr common stock-unaff,Act cst jnt\ptnr common stock-aff,Act cst jnt\ptnr real estate-unaff,Act cst jnt\ptnr real estate-aff,Act cst jnt\ptnr other-unaff,Act cst jnt\ptnr other-aff,Act cst surplus debentures-unaff,Act cst surplus debentures-aff,Act cst collateral loans-unaff,Act cst collateral loans-aff,Act cst capital notes-unaff,Act cst capital notes-aff,Act cst other class of assets-unaff,Act cst other class of assets-aff,Act cst subtotal-unaff,Act cst subtotal-aff,Act cst guar-fed lo inc tax cr unfl,Act cst guar-fed lo inc tax cr affl,Act cst non-guar lo inc tax cr unfl,Act cst non-guar lo inc tax cr affl,Act cst all othr inc tax cr unfl,Act cst all othr inc tax cr affl,Act cst noncollateral loans-unaff,Act cst noncollateral loans-aff,Act cst jnt\ptnr mtg loans-unaff,Act cst jnt\ptnr mtg loans-aff,Act cst guar state lo inc tax cr unfl,Act cst guar state lo inc tax cr affl,Act cst non-guar state lo inc tax cr unfl,Act cst non-guar state lo inc tax cr affl,Act cst wrk cap fin invest - unaff,Act cst oil & gas production-unaff,Act cst oil & gas production-aff,Act cst transport equipment-unaff,Act cst transport equipment-aff,Act cst mineral rights-unaff,Act cst mineral rights-aff,Act cst fix\var rate bonds-unaff,Act cst fix\var rate bonds-aff,Act cst fix\var rate mtg loan-unaff,Act cst fix\var rate mtg loan-aff,Act cst fix\var rate oth instr-unaf,Act cst fix\var rate oth instr-aff,Act cst jnt\ptnr fix inc scty-unaff,Act cst jnt\ptnr fix inc scty-aff,Act cst jnt\ptnr common stock-unaff,Act cst jnt\ptnr common stock-aff,Act cst jnt\ptnr real estate-unaff,Act cst jnt\ptnr real estate-aff,Act cst jnt\ptnr other-unaff,Act cst jnt\ptnr other-aff,Act cst surplus debentures-unaff,Act cst surplus debentures-aff,Act cst collateral loans-unaff,Act cst collateral loans-aff,Act cst capital notes-unaff,Act cst capital notes-aff,Act cst other class of assets-unaff,Act cst other class of assets-aff,Act cst subtotal-unaff,Act cst subtotal-aff,Act cst guar-fed lo inc tax cr unfl,Act cst guar-fed lo inc tax cr affl,Act cst non-guar lo inc tax cr unfl,Act cst non-guar lo inc tax cr affl,Act cst all othr inc tax cr unfl,Act cst all othr inc tax cr affl,Act cst noncollateral loans-unaff,Act cst noncollateral loans-aff,Act cst jnt\ptnr mtg loans-unaff,Act cst jnt\ptnr mtg loans-aff,Act cst guar state lo inc tax cr unfl,Act cst guar state lo inc tax cr affl,Act cst non-guar state lo inc tax cr unfl,Act cst non-guar state lo inc tax cr affl,Act cst wrk cap fin invest - unaff,Act cst oil & gas production-unaff,Act cst oil & gas production-aff,Act cst transport equipment-unaff,Act cst transport equipment-aff,Act cst mineral rights-unaff,Act cst mineral rights-aff,Act cst fix\var rate bonds-unaff,Act cst fix\var rate bonds-aff,Act cst fix\var rate mtg loan-unaff,Act cst fix\var rate mtg loan-aff,Act cst fix\var rate oth instr-unaf,Act cst fix\var rate oth instr-aff,Act cst jnt\ptnr fix inc scty-unaff,Act cst jnt\ptnr fix inc scty-aff,Act cst jnt\ptnr common stock-unaff,Act cst jnt\ptnr common stock-aff,Act cst jnt\ptnr real estate-unaff,Act cst jnt\ptnr real estate-aff,Act cst jnt\ptnr other-unaff,Act cst jnt\ptnr other-aff,Act cst surplus debentures-unaff,Act cst surplus debentures-aff,Act cst collateral loans-unaff,Act cst collateral loans-aff,Act cst capital notes-unaff,Act cst capital notes-aff,Act cst other class of assets-unaff,Act cst other class of assets-aff,Act cst subtotal-unaff,Act cst subtotal-aff,Act cst guar-fed lo inc tax cr unfl,Act cst guar-fed lo inc tax cr affl,Act cst non-guar lo inc tax cr unfl,Act cst non-guar lo inc tax cr affl,Act cst all othr inc tax cr unfl,Act cst all othr inc tax cr affl,Act cst noncollateral loans-unaff,Act cst noncollateral loans-aff,Act cst jnt\ptnr mtg loans-unaff,Act cst jnt\ptnr mtg loans-aff,Act cst guar state lo inc tax cr unfl,Act cst guar state lo inc tax cr affl,Act cst non-guar state lo inc tax cr unfl,Act cst non-guar state lo inc tax cr affl,Act cst wrk cap fin invest - unaff,Act cst oil & gas production-unaff,Act cst oil & gas production-aff,Act cst transport equipment-unaff,Act cst transport equipment-aff,Act cst mineral rights-unaff,Act cst mineral rights-aff,Act cst fix\var rate bonds-unaff,Act cst fix\var rate bonds-aff,Act cst fix\var rate mtg loan-unaff,Act cst fix\var rate mtg loan-aff,Act cst fix\var rate oth instr-unaf,Act cst fix\var rate oth instr-aff,Act cst jnt\ptnr fix inc scty-unaff,Act cst jnt\ptnr fix inc scty-aff,Act cst jnt\ptnr common stock-unaff,Act cst jnt\ptnr common stock-aff,Act cst jnt\ptnr real estate-unaff,Act cst jnt\ptnr real estate-aff,Act cst jnt\ptnr other-unaff,Act cst jnt\ptnr other-aff,Act cst surplus debentures-unaff,Act cst surplus debentures-aff,Act cst collateral loans-unaff,Act cst collateral loans-aff,Act cst capital notes-unaff,Act cst capital notes-aff,Act cst other class of assets-unaff,Act cst other class of assets-aff,Act cst subtotal-unaff,Act cst subtotal-aff,Act cst guar-fed lo inc tax cr unfl,Act cst guar-fed lo inc tax cr affl,Act cst non-guar lo inc tax cr unfl,Act cst non-guar lo inc tax cr affl,Act cst all othr inc tax cr unfl,Act cst all othr inc tax cr affl,Act cst noncollateral loans-unaff,Act cst noncollateral loans-aff,Act cst jnt\ptnr mtg loans-unaff,Act cst jnt\ptnr mtg loans-aff,Act cst guar state lo inc tax cr unfl,Act cst guar state lo inc tax cr affl,Act cst non-guar state lo inc tax cr unfl,Act cst non-guar state lo inc tax cr affl,Act cst wrk cap fin invest - unaff
070388,00000,AAA Life Group (G),0,0,0,0,0,0,0,0,10488,0,0,0,1778,0,0,0,517,0,0,0,4221,0,0,0,0,0,0,0,17005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9748,0,0,0,0,0,0,0,793,0,0,0,3514,0,0,0,0,0,0,0,14055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8891,0,0,0,0,0,0,0,688,0,0,0,1764,0,0,0,0,0,0,0,11342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8070,0,0,0,0,0,383,0,1764,0,0,0,0,0,0,0,10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7514,0,0,0,0,0,0,0,281,0,0,0,1746,0,0,0,0,0,0,0,9541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103,0,0,0,0,0,0,0,94,0,0,0,1320,0,0,0,0,0,0,0,7517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
070486,00000,Advantage Capital Life Group (G),0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,7765,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,5080,0,7556,0,0,0,0,0,12901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,2100,0,10538,0,1162,0,39206,0,0,0,0,250,53271,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,2450,0,10538,0,16419,0,79657,0,0,0,12,1896,109340,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5788,1362,0,2550,763,0,1421,15000,132878,19697,0,0,12,1896,140861,40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069707,00000,Aegon USA Group (G),0,0,0,0,0,0,47279,0,0,0,3455,0,3564,0,1005537,702978,81301,1284453,240409,15996,259632,0,0,0,0,0,51896,135000,2555198,2283930,0,0,696454,145503,159965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65626,0,0,0,2920,0,0,0,935135,742267,79746,1238463,242150,20717,249818,0,0,0,0,0,39571,135000,2509929,2285936,0,0,702344,149490,186081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52107,0,0,0,2607,0,0,0,967755,541320,74684,1138796,245494,26957,275706,0,0,0,0,0,36706,135000,2368525,1963378,0,0,524262,121305,181478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27074,0,0,0,2488,0,0,0,824128,490529,78797,1012198,253068,32634,298883,0,0,0,0,0,49619,135000,2161127,1798680,0,0,490409,128319,128934,0,0,0,0,0,0,0,7726,0,0,0,0,0,0,0,0,29142,0,0,0,1911,0,0,0,777629,617633,53165,954657,239936,38593,295271,0,0,0,0,0,33856,135000,1953700,1801840,0,0,429648,55957,88339,0,0,0,0,0,0,0,4802,0,0,0,0,0,0,0,0,28071,0,0,0,1892,0,0,0,715403,1425905,56346,1229926,260366,59721,282018,0,0,0,0,0,25986,135000,1854915,2904187,0,0,412536,53635,68605,0,0,0,0,0,0,0,3692,0,0
070202,00000,Aetna Life Group (G),0,0,0,0,0,0,0,0,0,0,0,0,0,0,626580,0,79643,6670,0,0,0,0,0,0,0,0,26753,856113,1169511,862783,0,0,420002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705365,0,75248,6670,0,0,0,0,0,0,0,0,26753,648703,1306927,655373,0,0,478164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689474,0,69534,6670,0,0,0,0,0,0,0,0,26753,686979,1374315,693648,0,0,560691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707893,0,71277,56,0,0,0,0,0,0,0,0,5757,690289,1404574,690344,0,0,586624,0,0,0,0,0,0,0,0,0,33023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620705,0,62007,56,0,0,0,0,0,0,0,0,55492,675920,1413753,675976,0,0,637356,0,0,0,0,0,0,0,0,0,38193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591289,0,64314,56,0,0,0,0,0,0,0,0,100828,668439,1493800,668495,0,0,694475,0,0,0,0,0,0,0,0,0,42894,0,0
069824,00000,Aflac Incorporated Group (G),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338240,0,0,0,0,0,0,0,338240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338240,0,0,0,0,0,123572,0,461811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338240,0,0,0,0,0,0,0,338240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338240,0,0,0,0,0,0,0,338240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310147,0,0,0,0,0,0,0,310147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,311327,0,0,0,0,0,0,0,311629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
070342,00000,AIG Life & Retirement Group (G),11,0,0,0,0,0,0,0,129959,230244,0,0,0,0,5266753,1053028,558852,0,192956,0,91074,0,0,0,0,0,0,0,6305679,1283272,0,0,0,0,66073,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,279670,0,0,0,0,0,5354602,952274,426657,0,176824,0,101152,0,0,0,0,0,0,0,6412862,952274,0,0,0,0,73945,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,256719,0,0,0,0,0,6416575,861917,493156,0,158777,0,90909,0,0,0,0,0,0,0,7485881,861917,0,0,0,0,69735,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6787920,771234,323841,0,149251,9664,255759,0,0,0,0,0,0,0,7664421,942935,0,0,0,0,69367,0,0,0,78274,162038,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6430743,324642,268899,284271,164724,12984,348460,0,492005,0,0,0,0,0,7787186,1002475,0,0,0,0,73587,0,0,0,8758,380579,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5903444,324642,153977,582558,104829,12984,490729,0,670408,0,0,0,0,0,7389066,2510762,0,0,0,0,65668,0,0,0,0,1590579,0,0,0,0,0
